연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
4585,양평 개군면 하자포리 248-1번지 외 2필지 유적,양평 하자포리(248-1번지 일원) 단독주택 신축부지 내 유적(국비),(재)고려문화재연구원,2022-05-11,경기,양평군,경기도 양평군 개군면 하자포리 248-1 ,510,2020년03월18일~2020년05월21일,기타,"백제,삼국,백제"
4586,양산 증산리 594번지 유적,양산 물금 도시계획도로(소3-133) 개설구간 내 유적,(재)가야역사문화연구원,2022-05-12,경남,양산시,경상남도 양산시 물금읍 증산리 594 ,98,2020년05월18일~2020년05월21일,,삼국
4587,48. 양평 하자포리 347-2번지 외 1필지 유적,양평 하자포리(347-2번지 일원) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-05-12,경기,양평군,경기도 양평군 자진개1길 64 (개군면) ,662,2020년04월06일~2020년05월14일,,철기/삼한/원삼국
4588,서울 용두동 187-55번지 일원 유적,서울 용두제6구역 주택재개발사업부지 내 유적,(재)한강문화재연구원,2022-05-13,서울,동대문구,서울특별시 동대문구 용두동 187-55 ,53370,2020년04월01일~2020년05월20일,산포지,조선
4589,서울 한강로3가 와요지,서울 한강로3가(65-1번지 일원) 공동주택부지 내 유적,(재)두류문화연구원,2022-05-13,서울,용산구,서울특별시 용산구 한강대로14가길 23 (한강로3가) ,4950,2019년11월18일~2020년05월15일,도요지,근대/일제강점기
4590,47. 춘천 산천리 635-10번지 유적,춘천 산천리(635-10번지) 가설건축물 축조부지 내 유적(국비),(재)국강고고학연구소,2022-05-13,강원,춘천시,강원도 춘천시 신북읍 산천리 635-10 ,463,2020년03월17일~2020년06월17일,고분,"청동기,조선"
4591,옥천 삼양리 40-3번지 유적,옥천 삼양리(40-3번지) 다세대주택 신축공사부지 내 유적,(재)한국선사문화연구원,2022-05-14,충북,옥천군,충청북도 옥천군 옥천읍 삼양리 40-3 ,1054,2020년04월07일~2020년05월14일,,삼국
4592,평택 대반리유적3,시도6호선(안중-시도9호선) 도로확포장구간 내 유적,(재)기남문화재연구원,2022-05-17,경기,평택시,경기도 평택시 안중읍 대반리 369-1 ,10161,2020년03월03일~2020년05월22일,,청동기
4593,부여 무량사 성보박물관 건립부지 내 유적 문화재 시굴조사 보고서,부여 무량사 성보박물관 건립부지 내 유적,(재)동방문화재연구원,2022-05-17,충남,부여군,충청남도 부여군 외산면 만수리 116 일원 ,1491,2020년06월01일~2020년06월04일,,조선
4594,성남 복정동유적,성남 8호선 추가 역사부지 내 유적,(재)기남문화재연구원,2022-05-17,경기,성남시,경기도 성남시 수정구 공원로 601 (복정동) 산13-1,95,2020년05월12일~2020년05월14일,"산포지,기타","조선,역사시대미상"
4595,김해 대성동 85-5번지 유적,김해 대성동 근린시설 신축부지 내 유적,(재)동양문물연구원,2022-05-18,경남,김해시,경상남도 김해시 대성동 85-5 일원 ,261,2020년05월13일~2020년05월22일,,청동기
4596,순천 월평유적 -5구역-,순천 월평 정비사업부지 내 유적,(재)나라문화연구원,2022-05-18,전남,순천시,전라남도 순천시 외서면 월암리 204-2 ,804,2020년02월27일~2020년05월22일,,구석기/중석기
4597,부여가탑리 88-13번지 유적,부여 가탑리(산88-13번지) 단독주택 신축부지 내 유적,(재)고운문화재연구원,2022-05-18,충남,부여군,충청남도 부여군 부여읍 가탑리 88-13 ,1187,2020년06월16일~2020년08월31일,,청동기
4598,서울 안국동 17-6번지 유적,서울 안국동(17-6번지) 근린생활시설 신축부지 내 유적,(재)한울문화재연구원,2022-05-18,서울,종로구,서울특별시 종로구 안국동 17-6 ,277,2020년10월15일~2020년11월04일,,근대/일제강점기
4599,"진해 여좌동 삼국시대 취락(본문,도판)",진해 여좌지구 도시개발사업 지구 내 유적,(재)경남연구원 역사문화센터,2022-05-19,경남,창원시,경상남도 창원시 진해구 여좌동 924-1 ,16386,2014년04월22일~2019년12월31일,,삼국
4600,서울 세운 재정비촉진지구(6-3-3구역)내 유적 발굴조사 보고서,서울 세운 재정비촉진지구(6-3-3구역)내 유적,(재)국방문화재연구원,2022-05-19,서울,중구,"서울특별시 중구 을지로22길 11 (을지로4가, 국도온천장) ",5573.1,2019년12월23일~2020년05월21일,,조선
4601,고령 대가야궁성 남벽추정지(A지점) 내 유적 시굴조사 보고서,고령 대가야궁성 남벽추정지(A지점) 내 유적,(재)대동문화재연구원,2022-05-19,경북,고령군,경상북도 고령군 대가야읍 지산리 산 35 ,2131,2020년06월15일~2020년06월19일,기타,조선
4602,김제 벽골제 및 주변유적,김제 월승리(11-4번지) 벽골제지구 수리시설개보수사업부지 내 유적,(재)강원고고문화연구원,2022-05-20,전북,김제시,전라북도 김제시 부량면 월승리 11-4번지 일원,147745,2017년10월16일~2020년05월22일,기타,"백제,삼한"
4603,공주 시청~사대부고 도시계획도로 확포장사업부지 내 유적,공주 시청-사대부고 도시계획도로 확포장사업부지 내 유적,(재)누리고고학연구소,2022-05-20,충남,공주시,충청남도 공주시 반죽동 237-5,545,2018년06월07일~2020년05월22일,기타,"백제,고려"
4604,양산 소토리 167-8번지 유적,양산 소토 도시계획도로(소2-271호선) 개설구간 내 유적,(재)한반도문화재연구원,2022-05-20,경남,양산시,경상남도 양산시 상북면 소토리 167-8 ,66,2020년05월21일~2020년05월22일,,조선
4605,함양 이은리 396-19번지 유적,함양 이은~난평간 도로확장 구간 내 유적,(재)해동문화재연구원,2022-05-20,경남,함양군,경상남도 함양군 함양읍 이은리 396-19 ,9337,2019년11월19일~2020년05월21일,고분,"청동기,철기/삼한/원삼국,조선"
4606,거창구치소 신축공사부지 내 유적,거창구치소 신축공사부지 내 유적,(재)가람문화재연구원,2022-05-20,경남,거창군,경상남도 거창군 거창읍 가지리 1354-14 ,5010,2020년03월11일~2020년05월29일,고분,"철기/삼한/원삼국,고려"
4607,대구 동인동(77번지 일원) 주상복합 신축부지 내 대구 동인동 77번지 유적,대구 동인동(77번지 일원) 주상복합 신축부지 내 유적,(재)삼한문화재연구원,2022-05-20,대구,중구,대구광역시 중구 동인동1가 77 ,1934,2020년04월09일~2020년05월26일,,삼국
4608,서울 아현동 275-2번지 일원 유적,서울 아현동(275-2번지 일원) 주거복합 신축부지 내 유적,(재)한백문화재연구원,2022-05-20,서울,마포구,서울특별시 마포구 아현동 275-2 ,3647.9,2020년05월20일~2020년06월11일,고분,조선
4609,대구 남산동(2656-3번지 일원) 남산4-5지구 주택재건축 정비사업부지 내 대구 남산동 유적,대구 남산동(2656-3번지 일원) 남산4-5지구 주택재건축 정비사업부지 내 유적,(재)삼한문화재연구원,2022-05-20,대구,중구,대구광역시 중구 남산동 2656-3 ,1538,2020년04월16일~2020년05월25일,"도요지,고분","고려,고려,조선"
4610,창원 우암리 278-18번지 유적,창원 우암리 전원주택 조성부지 내 유적,(재)한반도문화재연구원,2022-05-23,경남,창원시,경상남도 창원시 의창구 대산면 우암리 278-18 ,400,2020년05월14일~2022년05월23일,고분,삼국
4611,제주 광령리 1895번지 유적,제주 광령리(1895번지) 근린생활시설 신축부지 내 유적,(재)제주고고학연구소,2022-05-24,제주,제주시,제주특별자치도 제주시 애월읍 광령리 1985 ,1258,2020년05월06일~2020년06월01일,,고려
4612,가평 목동리 928-1번지 유적,가평 북면생활체육공원 조성부지 내 유적,(재)국토문화재연구원,2022-05-25,경기,가평군,경기도 가평군 북면 목동리 928-1 일원 ,5800,2020년02월24일~2020년05월31일,,신석기
4613,창원 진동리 225번지 유적,창원 성산마을 도로개설부지 내 유적,(재)동아세아문화재연구원,2022-05-25,경남,창원시,경상남도 창원시 마산합포구 진동면 진동리 225 ,1232,2020년03월30일~2020년06월05일,고분,"청동기,청동기"
4614,청주 북문로2가 78-24번지 유적,청주 북문로2가(78-24번지) 근린생활시설 신축부지 내 유적(국비),(재)서원문화재연구원,2022-05-26,충북,청주시,충청북도 청주시 상당구 북문로2가 78-24 ,185.1,2020년04월16일~2020년05월28일,,고려
4615,포천 거사리 유적,포천 힐마루 관광레저 조성사업부지 내 유적,(재)국방문화재연구원,2022-05-26,경기,포천시,경기도 포천시 영중면 거사리 산 82 ,21370,2019년11월11일~2020년05월29일,"도요지,기타","고려,고려,고려"
4616,대구 중동 생활유적,대구 중동(485-1번지 일원) 아파트 신축부지 내 유적,(재)성림문화재연구원,2022-05-26,대구,수성구,대구광역시 수성구 중동 486-8 ,6720,2020년03월31일~2020년05월29일,"고분,기타","철기/삼한/원삼국,청동기,고려"
4617,세종 읍내리유적,세종시 전의면 청소년 문화센터 사업부지 내 유적,(재)가경고고학연구소,2022-05-26,세종,전역,세종특별자치시 운주산로 1212 (전의면) ,950,2020년05월06일~2020년06월05일,,조선
4618,곡성 태안사 적인선사탑 정비사업부지 내 유적,곡성 태안사 적인선사탑 정비사업부지 내 유적/r/n곡성 태안사 적인선사탑 정비사업부지 내 유적,"(재)동서종합문화재연구원, (재)동서종합문화재연구원",2022-05-26,전남,곡성군,전라남도 곡성군 태안로 622-215 (죽곡면) ,1792,2020년05월18일~2021년11월19일,사지,고려
4619,대구 남성로 31번지 근린생활시설 증축부지 내 대구 남성로 31번지 유적,대구 남성로 31번지 근린생활시설 증축부지 내 유적,(재)금오문화재연구원,2022-05-26,대구,중구,대구광역시 중구 남성로 7-1 (남성로) ,143,2020년05월21일~2020년05월26일,,조선
4620,함안 덕전고분군 학술발굴조사,함안 덕전 고분군,(재)한반도문화재연구원,2022-05-26,경남,함안군,경상남도 함안군 가야읍 사내리 산 51 ,40,2020년05월25일~2020년05월26일,고분,철기/삼한/원삼국
4621,곡성 태안사 적인선사탑 정비사업부지 내 유적,곡성 태안사 적인선사탑 정비사업부지 내 유적/r/n곡성 태안사 적인선사탑 정비사업부지 내 유적,"(재)동서종합문화재연구원, (재)동서종합문화재연구원",2022-05-26,전남,곡성군,전라남도 곡성군 태안로 622-215 (죽곡면) ,1792,2020년05월18일~2021년11월19일,기타,고려
4622,57. 경주 북부동 107번지 유적,경주 북부동(107번지) 단독주택 신축부지 내 유적(국비),(재)계림문화재연구원,2022-05-27,경북,경주시,경상북도 경주시 북성로105번길 7 (북부동) ,267,2020년05월20일~2020년05월29일,,고려
4623,부여 사산리 산 10-3번지 유적,부여 사산리(산10-3번지) 토석채취장부지 내 유적,(재)한라문화재연구원,2022-05-27,충남,부여군,충청남도 부여군 세도면 사산리 산 10-3 ,5801,2020년02월24일~2020년05월29일,"고분,고분,도요지,기타","조선,삼국,통일신라/발해,조선,조선"
4624,50. 경주 사정동 123-8번지 유적,경주 사정동(123-8번지) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-05-27,경북,경주시,경상북도 경주시 사정로50번길 3-1 (사정동) ,125,2020년05월18일~2020년05월26일,,통일신라/발해
4625,55. 경주 탑동 513-6번지 외 1필지 유적,경주 탑동(513-6번지 일원) 근린생활시설 신축부지 내 유적(국비),한국문화재재단,2022-05-27,경북,경주시,경상북도 경주시 서라벌대로 247 (탑동) ,722,2020년03월31일~2020년05월26일,,삼국
4626,계양산성 Ⅶ,인천 계양산성(제10차) 정비사업부지 내 유적,(재)겨레문화유산연구원,2022-05-27,인천,계양구,인천광역시 계양구 방축동 산 49-3 ,1200,2019년09월25일~2020년05월31일,성곽,삼국
4627,고성고읍성 외황,고성 송학광장~제일교회간 도시계획도로 개설 구간 내 유적,(재)동아세아문화재연구원,2022-05-30,경남,고성군,경상남도 고성군 남포로140번길 7-21 (고성읍) 48-10번지 일원,34,2020년06월12일~2020년06월12일,성곽,고려
4628,양평 양수리 1161-5번지 유적,양평 양서농협 로컬푸드매장 신축부지 내 유적,(재)수도문물연구원,2022-05-30,경기,양평군,경기도 양평군 양서면 양수리 1161-5 ,2812,2020년03월25일~2020년05월30일,기타,"청동기,조선"
4629,대구 불로동 496-3번지 유적,대구 불로동(496-3번지) 단독주택 신축부지 내 유적(국비),(재)대경문화재연구원,2022-05-30,대구,동구,대구광역시 동구 팔공로28길 37-8 (불로동) ,407.3,2020년05월13일~2020년06월01일,고분,"삼국,역사시대미상"
4630,음성 성본산업단지 진입도로 개설공사부지내 음성 유촌리 442-1번지 유적,음성 유촌리(442-5번지 일원) 성본산업단지 진입도로 개설공사 부지 내 유적,(재)중원문화재연구원,2022-05-30,충북,음성군,충청북도 음성군 금왕읍 유촌리 442-5 ,1710,2019년12월16일~2020년06월02일,,고려
4631,용인 보정동 유적,삼성-동탄 광역급행철도 제5공구부지 내 유적,(재)고려문화재연구원,2022-05-30,경기,용인시,경기도 용인시 기흥구 보정동 1019-1103 1019-1113,23204,2019년12월11일~2020년06월02일,기타,"삼국,조선,삼국,조선,조선,기타"
4632,여주 신지리 유적,여주 능서역세권 도시개발사업부지 내 유적,(재)중부고고학연구소,2022-05-31,경기,여주시,경기도 여주시 세종대왕면 신지리 313 ,95933,2018년10월08일~2020년06월05일,기타,"고려,고려"
