연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
4482,연천 학곡리 284번지 유적,연천 임진강(학곡지구) 하천환경정비부지 내 유적,(재)서울문화유산연구원,2022-03-30,경기,연천군,경기도 연천군 백학면 학곡리 284 ,4375,2020년05월06일~2020년06월11일,"기타,기타","통일신라/발해,조선"
4483,수원 인계동 176-22번지 및 매탄동 160-1번지 유적,"수원 인계3호공원(2,3단계) 조성사업부지 내 유적",(재)서울문화유산연구원,2022-03-30,경기,수원시,경기도 수원시 팔달구 인계동 176-22 ,1520.3,2020년03월18일~2020년04월29일,"고분,고분,기타","신석기,삼국,고려,역사시대미상"
4484,평택 칠괴동 52-16번지 유적,평택 칠괴동(52-16번지 일원) 근린생활시설 신축부지 내 유적,(재)한라문화재연구원,2022-03-30,경기,평택시,경기도 평택시 삼남로 101 (칠괴동) ,200,2020년03월25일~2020년03월31일,,조선
4485,대구 동인동1가(235-1번지 일원) 주거복합 신축부지 내 대구 동인동1가 235-1번지 유적,대구 동인동1가(235-1번지 일원) 주거복합 신축부지 내 유적,(재)삼한문화재연구원,2022-03-30,대구,중구,대구광역시 중구 동인동1가 235-1 ,1400,2020년05월14일~2020년06월10일,,청동기
4486,음성 성본산업단지 조성부지 내 유적,음성 성본산업단지 조성부지 내 유적,(재)충청북도문화재연구원,2022-03-31,충북,음성군,충청북도 음성군 대소면 성본리 산 27 ,39865,2018년11월19일~2020년03월31일,,청동기
4487,정선 용탄리 599번지 유적,정선 용탄리(599번지) 창고시설 신축부지 내 유적(국비),(재)경강문화재연구원,2022-03-31,강원,정선군,강원도 정선군 정선읍 용탄리 599 ,1483,2020년03월09일~2020년04월14일,,고려
4488,36. 춘천 지내리 676-8번지 유적,춘천 지내리(676-8번지) 단독주택 신축부지 내 유적(국비),(재)국강고고학연구소,2022-03-31,강원,춘천시,강원도 춘천시 지내솔밭길 52-8 (동면) ,620,2020년03월24일~2020년04월22일,,철기
4489,포항 인비리 59-1번지 유적,포항 인비리(59-1번지) 축사시설 신축부지 내 유적(국비),(재)금오문화재연구원,2022-03-31,경북,포항시,경상북도 포항시 북구 기계면 인비리 59-1 일원 ,1955,2020년01월10일~2020년04월01일,,청동기
4490,김해읍성-동상동722-9번지 유적,김해 동상동 청년허브 조성부지 내 유적,(재)한화문물연구원,2022-04-01,경남,김해시,"경상남도 김해시 분성로 365 (동상동, 김해시 청년허브) ",320,2020년02월18일~2020년04월16일,성곽,조선
4491,울산 지내리 799-3번지 유적,울산 지내리(799-3번지 일원) 단독주택 신축부지 내 유적,(재)한반도문화재연구원,2022-04-01,울산,울주군,울산광역시 울주군 상북면 지내리 799-3번지,1395,2020년02월14일~2020년04월03일,고분,"삼국,청동기"
4492,나주 남평-화순간 국가지원지방도 확장구간내 유적 발굴조사 나주 풍림리 풍림지석묘,나주 남평- 화순간 국가지원지방도 확장구간 내 유적,(재)고대문화재연구원,2022-04-01,전남,나주시,전라남도 나주시 남평읍 풍림리 271 ,200,2020년02월10일~2020년04월03일,고분,청동기
4493,강릉 초당동(355-1번지) 제2종근린생활시설 신축부지 내 유적(국비),강릉 초당동(355-1번지) 제2종근린생활시설 신축부지 내 유적(국비),(재)한백문화재연구원,2022-04-04,강원,강릉시,강원도 강릉시 난설헌로 229-11 (초당동) ,617,2020년03월23일~2020년04월14일,,조선
4494,서울 관훈동 192-14번지 유적,서울 관훈동(192-14번지) 근린생활시설 신축부지 내 유적,(재)수도문물연구원,2022-04-05,서울,종로구,"서울특별시 종로구 인사동길 37-1 (관훈동, 더스타빌딩) ",115.7,2020년03월09일~2020년04월06일,,조선
4495,포항 오어사 중문지 증개축부지 내 유적 발굴조사 보고서,포항 오어사 중문 증개축부지 내 유적,(재)서라벌문화재연구원,2022-04-05,경북,포항시,경상북도 포항시 남구 오어로 1 (오천읍) ,220,2020년02월13일~2020년04월08일,,조선
4496,양산 유산동 산50-17번지 유적,양산 일반산업단지 재생사업부지 내 유적,(재)해동문화재연구원,2022-04-05,경남,양산시,경상남도 양산시 유산공단4길 28-36 (유산동) ,4590,2020년02월18일~2020년04월07일,,청동기
4497,영동 설계리 산20-1 유적,영동~용산 1-1 도로건설공사구간 내 유적,경북문화재단 문화재연구원,2022-04-05,충북,영동군,충청북도 영동군 영동읍 설계리 산 20-1 ,547,2020년03월18일~2020년04월13일,"고분,기타","조선,역사시대미상"
4498,대전 용호동 39-5번지 유적,대전 용호동(39-5번지) 주차장조성부지 내 유적,(재)고운문화재연구원,2022-04-05,대전,대덕구,대전광역시 대덕구 용호동 39-5 ,358,2020년12월23일~2021년01월27일,,구석기/중석기
4499,양산 화제리 산152-10번지 유적,양산 화제리 개간사업부지 내 유적,(재)가야역사문화연구원,2022-04-06,경남,양산시,경상남도 양산시 원동면 화제리 산 152-10 ,70,2020년05월11일~2020년05월12일,,고려
4500,군위-의성 국도건설공사구간 내 유적 의성 청로리 751유적,군위-의성 국도건설공사구간 내 유적,(재)대동문화재연구원,2022-04-06,경북,의성군,경상북도 의성군 금성면 청로리 751 ,30982,2020년01월16일~2020년06월02일,,고려
4501,부안 월천리 유관 고분군,부안 유관리 고분군(긴급발굴),(재)조선문화유산연구원,2022-04-07,전북,부안군,전라북도 부안군 보안면 월천리 산 26-1 ,5317,2019년11월11일~2020년05월07일,고분,삼국
4502,원주 매호리유적,섬강 원주지구 하천정비사업부지내 유적,(재)예맥문화재연구원,2022-04-07,강원,원주시,강원도 원주시 호저면 매호리 618-9 번지 일원,655,2020년12월07일~2021년03월27일,,조선
4503,서울 충무로1가 24-4번지 유적,서울 충무로1가(24-4번지) 근린생활시설 신축부지 내 유적,(재)한강문화재연구원,2022-04-08,서울,중구,서울특별시 중구 충무로1가 24-4 ,227.4,2020년07월07일~2020년07월27일,,조선
4504,천안 문덕리 산35-4번지 유적,천안 국도대체우회도로(서북-성거) 건설공사(소우리유물산포지2-1) 내 유적,(재)천년문화재연구원,2022-04-09,충남,천안시,충청남도 천안시 서북구 성거읍 문덕리 산 35-4 ,2503,2020년02월10일~2020년04월14일,"도요지,고분","통일신라/발해,조선"
4505,담양 성암 도요지,전남 담양군 수북면 한수동 도요지,전남대학교박물관,2022-04-11,전남,담양군,전라남도 담양군 수북면 대방리 산 130 ,4793,1964년07월30일~1964년08월04일,도요지,조선
4506,이성산성 -14차 발굴조사 보고서-,하남 이성산성(14차),한양대학교박물관,2022-04-11,경기,하남시,경기도 하남시 춘궁동 산 38-2 ,500,2020년04월13일~2020년08월26일,"성곽,고분,기타","신라,통일신라/발해,고려"
4507,대구 대안동 15-2번지유적,대구 대안동(15-2번지) 다가구주택 신축부지 내 유적,(재)춘추문화재연구원,2022-04-12,대구,중구,대구광역시 중구 서성로14길 84 (대안동) ,429,2019년10월07일~2020년04월13일,,근대/일제강점기
4508,울주 학남리(산118-2번지 일원) 근린생활시설 신축부지 내 유적,울주 학남리(산118-2번지 일원)근린생활시설 신축부지 내 유적,(재)가람문화재연구원,2022-04-12,울산,울주군,울산광역시 울주군 온산읍 학남리 산 118-2 ,480,2020년05월19일~2020년05월27일,기타,조선
4509,청송 대전사 종합정비계획부지 내 유적 발굴(시굴)조사 보고서,청송 대전사 종합정비계획부지 내 유적,(재)성림문화재연구원,2022-04-12,경북,청송군,경상북도 청송군 주왕산면 상의리 442-2 ,10434,2020년04월06일~2020년04월16일,,기타
4510,"부여 쌍북리 325-5,325-10번지 유적",부여 쌍북리 325-10번지 단독주택 신축부지 내 유적/r/n부여 쌍북리 325-5번지 단독주택 신축부지 내 유적,"한국문화재재단, 한국문화재재단",2022-04-12,충남,부여군,충청남도 부여군 월함로 105-1 (부여읍) ,346,2020년02월24일~2020년04월13일,,백제
4511,영월 문산리 471번지 유적,영월 문산리(471번지) 단독주택 신축부지 내 유적(국비),(재)예맥문화재연구원,2022-04-12,강원,영월군,강원도 영월군 영월읍 문산리 471 번지,496,2020년03월17일~2020년04월20일,,청동기
4512,대전 용산동 413-7번지 유적,대전 대덕 공공지원 민간임대주택사업부지 내 유적,(재)한얼문화유산연구원,2022-04-12,대전,유성구,대전광역시 유성구 용산동 413-7 ,1316,2020년01월13일~2020년04월20일,"고분,기타","청동기,조선,선사시대미상"
4513,강화 창리 산167-1번지 유적,강화 창리(산167-1번지 일원)공동주택부지 내 유적,(재)역사문화재연구원,2022-04-12,인천,강화군,인천광역시 강화군 선원면 창리 산 167-1 일원,3483,2020년01월13일~2020년04월14일,고분,"고려,조선"
4514,안동 매곡리 823-1번지 유적,안동 경북바이오2차 일반산업단지 조성사업부지 내 유적,(재)동국문화재연구원,2022-04-12,경북,안동시,경상북도 안동시 풍산읍 매곡리 823-1 ,361,2020년04월06일~2020년04월14일,,조선
4515,"부여 쌍북리 325-5,325-10번지 유적",부여 쌍북리 325-10번지 단독주택 신축부지 내 유적/r/n부여 쌍북리 325-5번지 단독주택 신축부지 내 유적,"한국문화재재단, 한국문화재재단",2022-04-12,충남,부여군,충청남도 부여군 월함로 105-2 (부여읍) ,284,2020년02월24일~2020년04월13일,,백제
4516,김해 부원동 30-7번지 유적,김해 부원동 근린시설 신축부지 내 유적,(재)해동문화재연구원,2022-04-13,경남,김해시,경상남도 김해시 분성로376번길 21 (부원동) ,269,2020년04월02일~2020년04월14일,,삼국
4517,32. 울산 산전리 596-31번지 유적,울산 산전리(596-31번지) 근린생활시설 신축부지 내 유적(국비),한국문화재재단,2022-04-13,울산,울주군,울산광역시 울주군 상북면 산전리 596-31 ,210,2020년03월30일~2020년04월14일,고분,"청동기,조선"
4518,화성 요리(산39번지) 유적,화성 요리(산39번지 일원) 근린생활시설 신축부지 내 유적,(재)가디언문화유산연구원,2022-04-14,경기,화성시,경기도 화성시 향남읍 요리 산39번지,239,2020년04월13일~2020년04월20일,기타,선사시대미상
4519,광명 영회원 건조물 터 내 유적,광명 영회원(사적 제357호) 건조물 터 시굴조사,(재)기남문화재연구원,2022-04-14,경기,광명시,경기도 광명시 노온사동 469-26 ,1200,2021년03월10일~2021년03월17일,기타,조선
4520,평택 동삭동 경작유적,평택 동삭세교지구 도시개발사업부지 내 유적,(재)비전문화유산연구원,2022-04-15,경기,평택시,경기도 평택시 동삭동 180 ,1200,2020년03월23일~2020년04월16일,기타,삼국
4521,이천 덕평 유적,이천 덕평 개발행위부지 내 유적,(재)한국고고환경연구소,2022-04-15,경기,이천시,경기도 이천시 마장면 덕평리 101 ,3464,2020년02월11일~2020년04월24일,산포지,삼국
4522,서울 세운유적Ⅳ,"서울 세운 재정비촉진지구 3-4,5구역 내 유적",(재)청구고고연구원,2022-04-18,서울,중구,서울특별시 중구 입정동 2-4 일원,7032,2019년03월11일~2019년10월21일,,조선
4523,경주 하수도노후관로 개량부지(신흥빌라~알천로 남로 주변)내 경주 성동동 421-34번지 유적,경주 하수도노후관로 개량부지(신흥빌라-알천로 남로 주변) 내 유적,(재)금오문화재연구원,2022-04-18,경북,경주시,경상북도 경주시 성동동 421-34번지 일원 ,213,2020년03월30일~2020년04월17일,,통일신라/발해
4524,34. 성주 소학리 402-1번지 유적,성주 소학리(402-1번지) 공장신축부지 내 유적(국비),한국문화재재단,2022-04-18,경북,성주군,경상북도 성주군 선남면 소학리 402-1 ,281,2020년04월16일~2020년04월21일,고분,"조선,역사시대미상"
4525,서울 중림동(497번지) 근린생활시설 신축부지 내 유적,서울 중림동(497번지) 근린생활시설 신축부지 내 유적(국비),(재)백두문화재연구원,2022-04-18,서울,중구,서울특별시 중구 청파로 463-25 (중림동) ,112.4,2020년04월22일~2020년04월28일,,근대/일제강점기
4526,하남 덕풍동(435-203번지) 주차장 조성부지 내 유적,하남 덕풍동(435-203번지) 주차장 조성부지 내 유적,하남역사박물관,2022-04-19,경기,하남시,경기도 하남시 덕풍공원로 70 (덕풍동) ,50,2020년06월29일~2020년07월02일,고분,조선
4527,경주 황남동 475-1번지 유적,경주 황남동(475-1번지) 단독주택 신축부지 내 유적,(재)화랑문화재연구원,2022-04-19,경북,경주시,경상북도 경주시 포석로 980-24 (황남동) ,1200,2020년03월02일~2020년04월21일,,통일신라/발해
4528,밀양 인산리 지석묘,밀양 인산리 인산도로 확장구간 내 유적,(재)삼도문화재연구원,2022-04-19,경남,밀양시,경상남도 밀양시 청도면 인산리 482 ,30,2020년08월28일~2020년09월04일,,청동기
4529,경산 백천동 산31-1번지 유적,경산 백천동(산31-1번지) 단독주택 신축부지 내 유적,(재)삼도문화재연구원,2022-04-19,경북,경산시,경상북도 경산시 백천동 산 31-1 ,72,2020년09월17일~2020년09월21일,,고려
4530,가평 대성리(392-62번지) 근린생활시설 신축부지 내 유적,가평 대성리(392-62번지) 근린생활시설 신축부지 내 유적,하남역사박물관,2022-04-19,경기,가평군,경기도 가평군 대성강변길 24 (청평면) ,32,2020년08월24일~2020년08월28일,,조선
4531,대구 욱수동 사월지구 도시관리부지 내 대구 욱수동유적,대구 욱수동 사월지구 도시관리계획부지 내 유적,(재)경남문화재연구원,2022-04-20,대구,수성구,대구광역시 수성구 욱수동 35 ,6129,2019년06월19일~2019년11월22일,고분,삼국
4532,김해 초정리 642번지 유적,김해 초정리 주택신축부지 내(국비) 유적,(재)한반도문화재연구원,2022-04-20,경남,김해시,"경상남도 김해시 인제로 238 (삼방동, 한빛빌딩) 3,4층",173,2020년04월20일~2020년04월26일,기타,고려
4533,고창 율계리유적Ⅲ(高敞 栗溪里遺蹟Ⅲ),고창 율계리(110-6번지 일원) 장애인 주간보호 직업재활시설 신축공사부지 내 유적,(재)호남문화재연구원,2022-04-20,전북,고창군,전라북도 고창군 전봉준로 108-4 (고창읍) ,2390,2020년03월16일~2020년04월21일,고분,"역사시대미상,조선"
4534,37. 경주 망성리 612-1번지 유적,경주 망성리(612-1번지) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-04-21,경북,경주시,경상북도 경주시 내남로 460 (내남면) ,785,2020년03월30일~2020년04월23일,,"철기/삼한/원삼국,통일신라/발해"
4535,진주 두산리 산199-1번지 유적,진주시 농업기술센터 신축부지 내 유적,(재)경상문화재연구원,2022-04-21,경남,진주시,"경상남도 진주시 문정로 471-9 (문산읍, 진주시 농업기술센터) ",2290,2019년06월24일~2020년04월23일,고분,"고려,조선"
4536,부산 범방동 1602-1번지 유적,부산 강서구 범방동 1602-1번지 일원 우량농지 개발사업부지 내 유적,(재)한반도문화재연구원,2022-04-21,부산,강서구,부산광역시 강서구 범방동 1602-1 ,1050,2020년04월01일~2020년04월22일,,신석기
4537,남원 유곡리와 두락리고분군 36호분,남원 유곡리와 두락리고분군(36호분),전북대학교박물관,2022-04-21,전북,남원시,전라북도 남원시 인월면 유곡리 746-1 ,515,2020년01월20일~2020년05월14일,고분,삼국
4538,부안 내기리 고마유적,부안 고마지구 농촌테마공원 조성사업부지 내 유적,(재)전라문화유산연구원,2022-04-21,전북,부안군,전라북도 부안군 동진면 내기리 산 86-3번지 일원 ,1972,2020년02월03일~2020년04월24일,"기타,고분,고분","청동기,청동기,청동기,삼국,조선,조선"
4539,35. 부여 왕포리 95번지 유적,부여 왕포리(95번지) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-04-21,충남,부여군,충청남도 부여군 왕중로70번길 8-10 (부여읍) ,663,2020년04월09일~2020년04월22일,,삼국
4540,아산 초사동 74-25번지 유적,아산 초사동(74-25번지 일원) 제2종근린생활시설부지 내 유적,(재)한라문화재연구원,2022-04-22,충남,아산시,충청남도 아산시 초사동 74-25 ,3749,2020년07월16일~2020년07월22일,성곽,고려
4541,당진 면천읍성 남동치성 및 객사,당진 면천읍성(남동치성 및 추정객사) 정비사업부지 내 유적,(재)한얼문화유산연구원,2022-04-22,충남,당진시,"충청남도 당진시 성하로 77-41 (면천면, 일원) ",6929,2019년09월04일~2020년04월27일,성곽,조선
4542,청도 소라리 365-1번지 유적,청도 소라리(365-1번지 일원) 개발사업부지 내 유적,(재)한라문화재연구원,2022-04-22,경북,청도군,경상북도 청도군 화양읍 소라리 365-1 ,2955,2020년04월14일~2020년04월17일,,삼국
4543,양평 양수리(1161-4번지) 유적,양평 양서119안전센터 신축부지 내 유적,(재)경강문화재연구원,2022-04-22,경기,양평군,경기도 양평군 양서면 양수리 1161-4 ,1626,2020년02월26일~2020년04월29일,산포지,청동기
4544,포항시 남구 호미곶면 구만리 36-4번지 숙박시설 신축부지 내 유적 발굴조사 보고서,포항 구만리(36-4번지) 숙박시설 신축부지 내 유적,(재)서라벌문화재연구원,2022-04-22,경북,포항시,경상북도 포항시 남구 해맞이로208번길 59 (호미곶면) ,330,2020년04월20일~2020년04월24일,,통일신라/발해
4545,서울 대흥동 218번지 유적,서울 대흥동(218번지) 근린생활시설 신축부지 내 유적,(재)수도문물연구원,2022-04-22,서울,마포구,"서울특별시 마포구 백범로18길 32 (대흥동, 도원빌딩) ",157,2020년04월06일~2020년04월24일,,조선
4546,양평 상자포리 422-1번지 유적,양평 창조적마을만들기사업부지 내 유적,(재)한백문화재연구원,2022-04-25,경기,양평군,경기도 양평군 상자포벌말길 54 (개군면) ,2342,2020년03월16일~2020년03월20일,,삼국
4547,화성 수직리(산12번지)유적,화성 수직리(산12번지) 근린생활시설 신축부지 내 유적,(재)가디언문화유산연구원,2022-04-25,경기,화성시,경기도 화성시 향남읍 수직리 산12번지 일원,193,2020년04월20일~2020년04월28일,기타,조선
4548,제주첨단과학기술단지(제2단지) 조성사업부지 내 문화재 시굴조사 보고서-제주 월평동 유적-,제주 첨단과학기술단지(제2단지)조성부지 내 유적,(재)제주문화유산연구원,2022-04-25,제주,제주시,제주특별자치도 제주시 월평동 756-6 ,30,2020년05월19일~2020년05월19일,성곽,조선
4549,부여 왕포리 44-1번지 유적,부여 왕포리(44-1번지) 골프연습장부지 내 유적,(재)동방문화재연구원,2022-04-26,충남,부여군,충청남도 부여군 부여읍 왕포리 44-1 ,3232,2020년03월11일~2020년04월28일,,백제
4550,창원 남산리 유적,창원 지개-남산 연결도로 민간투자사업부지 내 유적/r/n창원 육군종합정비창 수집대 이전사업부지 내 유적,"(재)두류문화연구원, (재)두류문화연구원",2022-04-26,경남,창원시,경상남도 창원시 의창구 용남길 100 (동읍) 산 49번지,15.628,2019년12월17일~2020년04월27일,고분,"통일신라/발해,청동기"
4551,창원 남산리 유적,창원 지개-남산 연결도로 민간투자사업부지 내 유적/r/n창원 육군종합정비창 수집대 이전사업부지 내 유적,"(재)두류문화연구원, (재)두류문화연구원",2022-04-26,경남,창원시,경상남도 창원시 의창구 동읍 남산리 223 ,6.761,2020년11월09일~2021년02월15일,"기타,고분","통일신라/발해,청동기"
4552,창원 화양리 분묘유적,창원 동읍-봉강간 도로건설공사부지 내 유적,(재)성림문화재연구원,2022-04-27,경남,창원시,경상남도 창원시 의창구 동읍 화양리 산 70-1 ,3238.6,2014년05월07일~2020년06월23일,고분,"청동기,고려"
4553,용인 석성산 봉수터 건물지 유적,용인 석성산 봉수터 건물지,(재)혜안문화재연구원,2022-04-27,경기,용인시,"경기도 용인시 처인구 백령로 203 (포곡읍, 통화사) ",560,2019년05월07일~2020년04월27일,성곽,"조선,조선"
4554,청주 휴암동 산26-2번지 유적,청주 휴암동(산26-2번지 일원) 근린생활시설 신축부지 내 유적,(재)한국선사문화연구원,2022-04-27,충북,청주시,충청북도 청주시 흥덕구 휴암동 산 26-2 ,12054,2020년03월17일~2020년04월29일,"기타,고분","삼국,조선,고려,역사시대미상"
4555,서울 원서동 8-2번지 유적,서울 원서동(8-2번지) 근린생활시설 신축부지 내 유적,(재)한강문화재연구원,2022-04-27,서울,종로구,서울특별시 종로구 창덕궁길 130 (원서동) ,351.4,2020년12월14일~2021년01월21일,,근대/일제강점기
4556,부산 가덕진성,부산 강서 가덕진성(긴급발굴),(재)강산문화연구원,2022-04-28,부산,강서구,"부산광역시 강서구 동선길 135 (성북동, 천가초등학교) ",120,2020년08월10일~2020년08월25일,성곽,조선
4557,청주 상당구 지북동 산14-8번지 제2종근린생활시설 부지 내 -청주 지북동 산14-8번지 유적-,청주 지북동(산14-8번지 일원) 근린생활시설 신축부지 내 유적,(재)호서문화유산연구원,2022-04-28,충북,청주시,충청북도 청주시 상당구 지북동 산 14-8 ,114,2020년04월11일~2020년04월30일,,청동기
4558,경주 월성 구황마을 안길 개설공사부지 내 유적 발굴조사 보고서,경주 월성 구황 마을안길 개설공사부지 내 유적,(재)서라벌문화재연구원,2022-04-29,경북,경주시,경상북도 경주시 구황동 898-1 ,415,2019년12월04일~2020년04월30일,"고분,산포지","청동기,통일신라/발해"
4559,부여 군청사 주차장 정비사업부지 내 유적 발굴(시굴)조사 보고서,부여 동남리(732-4번지 일원) 부여군청사 주차장 정비사업부지 내 유적,(재)비전문화유산연구원,2022-04-29,충남,부여군,충청남도 부여군 부여읍 동남리 732-4 ,1372,2020년04월29일~2020년05월01일,,백제
4560,수원 남수동 37-3번지 유적,수원 남수동(37-3번지) 단독주택부지 내 유적(국비),(재)서울문화유산연구원,2022-04-29,경기,수원시,경기도 수원시 팔달구 남수동 37-3 ,68,2020년04월21일~2020년05월13일,,조선
4561,청송~영양간 도로확포장공사부지 내 청송 신촌리 산2-6번지 유적,청송-영양간 도로확포장구간 내 유적,(재)홍익문화재연구원,2022-05-02,경북,청송군,경상북도 청송군 진보면 신촌리 산 2-6 일원 ,2625,2019년09월30일~2020년05월08일,도요지,고려
4562,공주 반죽동 139-2번지 유적,공주 반죽동(139-2) 단독주택(한옥) 신축부지 내 유적(국비),(재)가경고고학연구소,2022-05-02,충남,공주시,충청남도 공주시 우체국길 3-1 (반죽동) ,300.8,2020년04월20일~2020년05월15일,,고려
4563,사천 통양리ㆍ신촌리유적,경남 항공국가산업단지(사천지구) 조성부지 내 유적,(재)동아세아문화재연구원,2022-05-03,경남,사천시,경상남도 사천시 용현면 통양리 428 ,8150,2020년03월16일~2020년05월15일,고분,"조선,조선"
4564,세종 달전리 부거실 유적,세종 부거실선(전의면 리도206호) 도로확포장공사 부지 내 유적(2차),(재)동방문화재연구원,2022-05-03,세종,전역,세종특별자치시 전의면 달전리 172-2 일원,750,2020년04월20일~2020년05월07일,기타,"조선,조선,역사시대미상"
4565,2020년도 소규모 발굴조사 보고서 Ⅵ,화성 덕우리(91-1번지) 공장 신축부지 내 유적(국비),(재)가디언문화유산연구원,2022-05-04,경기,화성시,경기도 화성시 온천로137번길 13-3 (팔탄면) ,453,2020년04월08일~2020년05월08일,기타,조선
4566,진도 남도진성 동문지,진도 남도진성 정비사업 부지 내 유적,(재)고대문화재연구원,2022-05-04,전남,진도군,전라남도 진도군 임회면 남동리 647 ,96,2020년03월17일~2020년05월08일,성곽,조선
4567,성주 명포리 340(진입로)유적 -성주 명포리(340번지 일원) 단독주택 진입로 조성부지 내 유적,성주 명포리(340번지 일원) 단독주택 진입로 조성부지 내 유적,(재)대동문화재연구원,2022-05-04,경북,성주군,경상북도 성주군 선남면 명포리 340 ,580.5,2020년05월11일~2022년05월26일,,조선
4568,익산 마동유적,익산 마동(61-9번지 일원) 테니스공원 조성사업부지 내 유적,(재)전라문화유산연구원,2022-05-04,전북,익산시,전라북도 익산시 마동 61-9번지 일원 ,5820,2019년07월16일~2020년05월06일,"고분,고분,고분,고분","청동기,철기/삼한/원삼국,철기/삼한/원삼국,원삼국,원삼국,고려,고려,역사시대미상"
4569,경주 황남동 315-15번지 유적,경주 황남동(315-15번지) 단독주택 신축부지 내 유적(국비),(재)삼한문화재연구원,2022-05-04,경북,경주시,경상북도 경주시 포석로1050번길 12-7 (황남동) ,166,2020년04월20일~2020년05월28일,,삼국
4570,울산 시례동 35-1번지 유적,울산 시례동(35-1번지) 단독주택 신축부지 내 유적(국비),(재)동북아문화재연구원,2022-05-06,울산,북구,울산광역시 북구 창좌길 42 (시례동) ,350,2020년04월27일~2020년05월13일,,조선
4571,경주 용산서원 청풍루 건립공사 사업부지 내 유적 발굴조사 보고서,경주 용산서원 청풍루 건립부지 내 유적,(재)서라벌문화재연구원,2022-05-09,경북,경주시,경상북도 경주시 내남면 이조리 산 22-1 ,364,2020년05월06일~2020년05월26일,,조선
4572,경주 천군동 보문유원지 유적(4구역),경주도시계획 보문유원지(천군지구) 시설사업부지(4구역) 내 유적,(재)동북아문화재연구원,2022-05-09,경북,경주시,경상북도 경주시 천군동 1345-5 ,20580,2020년01월20일~2020년05월12일,"고분,도요지,고분","청동기,철기/삼한/원삼국,삼국,역사시대미상,역사시대미상"
4573,부산 동래구 온천동 300-12번지 유적,부산시 동래구 온천동 300-12번지 건물 신축사업부지 내 유적,(재)시공문화재연구원,2022-05-09,부산,동래구,"부산광역시 동래구 차밭골로50번길 7 (온천동, 라젠300) ",711,2020년04월29일~2020년05월18일,,청동기
4574,김해 유하동 생활유적,김해 유하리 유적,(재)한화문물연구원,2022-05-10,경남,김해시,경상남도 김해시 유하동 158 ,1940,2020년03월12일~2020년05월12일,,삼국
4575,거제 농소리 836-4번지 유적,거제 농소리 건물신축부지 내(국비) 유적,(재)동양문물연구원,2022-05-10,경남,거제시,경상남도 거제시 장목면 농소리 836-4 ,440,2020년04월13일~2020년05월12일,,삼국
4576,43. 청도 송서리 588-1번지 유적,청도 송서리(588-1번지) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-05-10,경북,청도군,경상북도 청도군 헐티로 208-7 (풍각면) ,304,2020년01월09일~2020년05월13일,"고분,기타","삼국,삼국,삼국"
4577,성주 명포리(340번지 일원) 단독주택 신축부지 내 유적(국비),성주 명포리(340번지 일원) 단독주택 신축부지 내 유적,(재)한빛문화재연구원,2022-05-10,경북,성주군,경상북도 성주군 선남면 명포리 340 ,475,2020년05월13일~2022년05월29일,기타,조선
4578,41. 광주 신창동 552-6번지 유적,광주 신창동(552-6번지) 단독주택 신축부지 내 유적(국비),한국문화재재단,2022-05-10,광주,광산구,광주광역시 광산구 월봉반월길 35 (신창동) ,374,2020년04월03일~2020년05월11일,기타,철기
4579,대구 신무동(308-3번지) 농어업시설(가설건축물) 신축부지 내 유적(국비),대구 신무동(308-3번지) 농어업시설(가설건축물) 신축부지 내 유적(국비),(재)한빛문화재연구원,2022-05-10,대구,동구,대구광역시 동구 신무동 308-3 ,240,2020년05월06일~2020년05월12일,기타,고려
4580,양주 매곡리 고택 유적(1차),양주 매곡리고택(백수현 가옥),(재)한울문화재연구원,2022-05-11,경기,양주시,"경기도 양주시 휴암로443번길 65 (남면, 양주매곡리고택) ",730,2020년03월16일~2020년05월21일,"기타,기타","근대/일제강점기,근대/일제강점기"
4581,통감부(총독부)터 유적,서울애니메이션센터 재건축 사업부지 내 유적,(재)한강문화재연구원,2022-05-11,서울,중구,"서울특별시 중구 소파로 126 (예장동, 서울애니매이션센타) ",5000,2019년04월03일~2020년05월13일,기타,근대/일제강점기
4582,포항 구만리 3-3번지유적,포항 구만리(3-3번지) 숙박시설 및 근린생활시설 신축부지 내 유적,(재)춘추문화재연구원,2022-05-11,경북,포항시,경상북도 포항시 남구 구만길 222 (호미곶면) ,254,2020년05월06일~2020년05월14일,,통일신라/발해
4583,동해 송정동 807-1번지 유적,동해 송정동(807-1번지) 단독주택 신축부지 내 유적(국비),(재)한국문화유산연구원,2022-05-11,강원,동해시,강원도 동해시 송정로 19 (송정동) ,349,2020년04월20일~2020년05월26일,기타,"철기/삼한/원삼국,조선"
4584,증평 초중리 산30-5임 유적,증평 종합운동장 건립사업 부지 내 유적,(재)충청북도문화재연구원,2022-05-11,충북,증평군,충청북도 증평군 증평읍 초중리 산 30-5 ,102,2020년04월23일~2020년05월15일,기타,"청동기,고려"
